ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M05_561,debugFDfHB:debugRmlfO,1715008545565,18,4,test,3,6,230.0,260,the rock is swept onto a beach. It tries to sleep only to bee woken by a crane picking it up a dropping it on a conveyor belt.,5,126077,test_seg6_desc,/static/video/E/filmfest_clip8_E_5.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""260"", ""content"": ""the rock is swept onto a beach. It tries to sleep only to bee woken by a crane picking it up a dropping it on a conveyor belt."", ""importance"": ""5"", ""time"": 126077, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_561,debugFDfHB:debugRmlfO,1715008695846,21,4,test,4,8,320.0,331,the rock now on a different planet peacefully falls asleep. ,5,65406,test_seg8_desc,/static/video/E/filmfest_clip8_E_7.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""the rock now on a different planet peacefully falls asleep. "", ""importance"": ""5"", ""time"": 65406, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1991,debugrvvre:debugvhDva,1714397274502,12,3,test,1,2,40.0,70,The rock is awoken by some heavy banging sounds above its head. We zoom out and see that a man is cutting down the tree above the rock with an axe which is causing the sound. We then zoom out further and see lots of men working manually on various projects nearby. The rock gets up on its feet and rubs the side of its head before slowly walking off away from all of the men.,4,88398,test_seg2_desc,/static/video/D/filmfest_clip8_D_1.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""70"", ""content"": ""The rock is awoken by some heavy banging sounds above its head. We zoom out and see that a man is cutting down the tree above the rock with an axe which is causing the sound. We then zoom out further and see lots of men working manually on various projects nearby. The rock gets up on its feet and rubs the side of its head before slowly walking off away from all of the men."", ""importance"": ""4"", ""time"": 88398, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1991,debugrvvre:debugvhDva,1714397448492,15,3,test,2,4,130.0,160,"The rock - in cannon ball form - falls to the bottom of the sea. Despite trying to hold onto other rocks, the tide then washes it away and we see it washed up on a shore. It then starts walking, passing a farmland with another sad looking rock, before finding a glove where it chooses to lay down and sleep. We then see a hand appear and reach down towards the rock.",6,70179,test_seg4_desc,/static/video/D/filmfest_clip8_D_3.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""160"", ""content"": ""The rock - in cannon ball form - falls to the bottom of the sea. Despite trying to hold onto other rocks, the tide then washes it away and we see it washed up on a shore. It then starts walking, passing a farmland with another sad looking rock, before finding a glove where it chooses to lay down and sleep. We then see a hand appear and reach down towards the rock."", ""importance"": ""6"", ""time"": 70179, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1991,debugrvvre:debugvhDva,1714397626142,18,3,test,3,6,220.0,250,"The rock is on the road, and tries to cover its head with a piece of litter. However, a road flattener then runs over it, making it even smaller. It is then swept off of the edge of the road onto the beach by a man with a broom. The rock then tries to get comfortable amongst the other pebbles on the beach.",5,72914,test_seg6_desc,/static/video/D/filmfest_clip8_D_5.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""250"", ""content"": ""The rock is on the road, and tries to cover its head with a piece of litter. However, a road flattener then runs over it, making it even smaller. It is then swept off of the edge of the road onto the beach by a man with a broom. The rock then tries to get comfortable amongst the other pebbles on the beach."", ""importance"": ""5"", ""time"": 72914, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1991,debugrvvre:debugvhDva,1714397758472,21,3,test,4,8,310.0,331,The rock ends up waking up on the new planet. There is a green lake infront of it and a red sky behind it. The rock looks tired and weary from all of its travels.,5,36214,test_seg8_desc,/static/video/D/filmfest_clip8_D_7.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The rock ends up waking up on the new planet. There is a green lake infront of it and a red sky behind it. The rock looks tired and weary from all of its travels."", ""importance"": ""5"", ""time"": 36214, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_2150,debugvvtC4:debugp5f2x,1715015244383,12,4,test,1,2,50.0,80,"The rock is rudely awoken from its slumber by the woodcutter chopping down the tree atop it. After the tree is felled, the rock once again falls sleep. It is awaken woken by the sound of more chopping, as a group of men chop down a forest nearby. It pulls itself up to find a quieter resting place next to another rock. As it lies down and closes its eyes, it is again woken, this time by a lasso on the nose.",5,163876,test_seg2_desc,/static/video/E/filmfest_clip8_E_1.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""80"", ""content"": ""The rock is rudely awoken from its slumber by the woodcutter chopping down the tree atop it. After the tree is felled, the rock once again falls sleep. It is awaken woken by the sound of more chopping, as a group of men chop down a forest nearby. It pulls itself up to find a quieter resting place next to another rock. As it lies down and closes its eyes, it is again woken, this time by a lasso on the nose."", ""importance"": ""5"", ""time"": 163876, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_2150,debugvvtC4:debugp5f2x,1715015547915,15,4,test,2,4,140.0,170,"The tired rock walks past the fields, with the tractor and the windmill in the distance. It sees a discarded glove next to a barrel and then lies down to sleep. As it closes its eyes, it is again awoken by a fossil collector, who picks it up, turns it over and sees a fossil in the back. He laughs excitedly, and puts it into his box, and walks off.",6,126205,test_seg4_desc,/static/video/E/filmfest_clip8_E_3.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""170"", ""content"": ""The tired rock walks past the fields, with the tractor and the windmill in the distance. It sees a discarded glove next to a barrel and then lies down to sleep. As it closes its eyes, it is again awoken by a fossil collector, who picks it up, turns it over and sees a fossil in the back. He laughs excitedly, and puts it into his box, and walks off."", ""importance"": ""6"", ""time"": 126205, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_2150,debugvvtC4:debugp5f2x,1715015758507,18,4,test,3,6,230.0,260,"The tiny rock is over the edge of the dock into the sediment below. It climbs to the top of the pile, and lies down to rest. It is then awoken as the large crane pulls a shovelful of sand, and is dropped into the truck. They are then poured onto a conveyor belt...",5,104932,test_seg6_desc,/static/video/E/filmfest_clip8_E_5.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""260"", ""content"": ""The tiny rock is over the edge of the dock into the sediment below. It climbs to the top of the pile, and lies down to rest. It is then awoken as the large crane pulls a shovelful of sand, and is dropped into the truck. They are then poured onto a conveyor belt..."", ""importance"": ""5"", ""time"": 104932, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2150,debugvvtC4:debugp5f2x,1715015890679,21,4,test,4,8,320.0,331,"The closing scene of the clip is a repeat of the start, as the land forms around the rock (now a mountain), it is finally able to rest.",6,47726,test_seg8_desc,/static/video/E/filmfest_clip8_E_7.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The closing scene of the clip is a repeat of the start, as the land forms around the rock (now a mountain), it is finally able to rest."", ""importance"": ""6"", ""time"": 47726, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_166,debug4a4PH:debugvX2pj,1713279636982,12,8,test,1,2,90.0,120,the military picked up the rock - which was being used as a grinding wheel. They then broke the rick down and formed it into a cannon ball and fired it.,6,45170,test_seg2_desc,/static/video/I/filmfest_clip8_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""the military picked up the rock - which was being used as a grinding wheel. They then broke the rick down and formed it into a cannon ball and fired it."", ""importance"": ""6"", ""time"": 45170, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_166,debug4a4PH:debugvX2pj,1713279872223,15,8,test,2,4,180.0,210,"the rock, which was displayed as a fossil at the museum, was knocked out of its display by a child. The rock fell onto the street, was kicked by a scorned lover, who threw it into a window hitting the man who was his rival for a woman. The rock hit the piano and fell out the opposite window.",3,131235,test_seg4_desc,/static/video/I/filmfest_clip8_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""the rock, which was displayed as a fossil at the museum, was knocked out of its display by a child. The rock fell onto the street, was kicked by a scorned lover, who threw it into a window hitting the man who was his rival for a woman. The rock hit the piano and fell out the opposite window."", ""importance"": ""3"", ""time"": 131235, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_166,debug4a4PH:debugvX2pj,1713280035598,18,8,test,3,6,270.0,300,"after being melted into glass, the rick was added to a spaceship and launched. It hit a meteorite and cracked.. the spaceship then went off course.",5,58369,test_seg6_desc,/static/video/I/filmfest_clip8_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip8_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""after being melted into glass, the rick was added to a spaceship and launched. It hit a meteorite and cracked.. the spaceship then went off course."", ""importance"": ""5"", ""time"": 58369, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1552,debugfcBJI:debugCPwcu,1713369565665,12,6,test,1,2,70.0,100,The rock walks into the forest and find a nice comfortable area to sleep. He is rudely woken up by two men and a donkey when he is lassoed by the men. He is then put on a cart and taken to their village where he is shaped into a circle and placed in a flour mill where he becomes dizzy from spinning all the time. ,6,81427,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The rock walks into the forest and find a nice comfortable area to sleep. He is rudely woken up by two men and a donkey when he is lassoed by the men. He is then put on a cart and taken to their village where he is shaped into a circle and placed in a flour mill where he becomes dizzy from spinning all the time. "", ""importance"": ""6"", ""time"": 81427, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1552,debugfcBJI:debugCPwcu,1713369871300,15,6,test,2,4,160.0,190,"After climbing out of the sea, the rock once again seeks a comfortable place to sleep. However, he is discovered by an archaeologist as he has an ammonite in him. He is taken to a museum and placed within a dinosaur exhibit. A child then knocks the display causing the rock to fall.",5,81483,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""After climbing out of the sea, the rock once again seeks a comfortable place to sleep. However, he is discovered by an archaeologist as he has an ammonite in him. He is taken to a museum and placed within a dinosaur exhibit. A child then knocks the display causing the rock to fall."", ""importance"": ""5"", ""time"": 81483, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1552,debugfcBJI:debugCPwcu,1713370051838,18,6,test,3,6,250.0,280,The rock is picked up by a crane and transported to a factory. He is in a factory and turned into a glass window that is then used for a rocket.,6,73559,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""The rock is picked up by a crane and transported to a factory. He is in a factory and turned into a glass window that is then used for a rocket."", ""importance"": ""6"", ""time"": 73559, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_251,debug6pWA3:debugTkA4j,1714406648349,12,5,test,1,2,60.0,90,the rock gets woken by the men working he moves to a nearrby trrree to  sleep the men capture him and carve hyim into a milliing wheel,7,236673,test_seg2_desc,/static/video/F/filmfest_clip8_F_1.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""90"", ""content"": ""the rock gets woken by the men working he moves to a nearrby trrree to  sleep the men capture him and carve hyim into a milliing wheel"", ""importance"": ""7"", ""time"": 236673, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_251,debug6pWA3:debugTkA4j,1714406899707,15,5,test,2,4,150.0,180,the rrock tries  to fall asleep on a rock a fossil hunterr finds him he contains a fossil the huterr displays him in a museum,7,138211,test_seg4_desc,/static/video/F/filmfest_clip8_F_3.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""180"", ""content"": ""the rrock tries  to fall asleep on a rock a fossil hunterr finds him he contains a fossil the huterr displays him in a museum"", ""importance"": ""7"", ""time"": 138211, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_251,debug6pWA3:debugTkA4j,1714407103921,18,5,test,3,6,240.0,270,the rrock gets picked up by a grabbetrr and smelted down and prrreesed innto a disk,7,93388,test_seg6_desc,/static/video/F/filmfest_clip8_F_5.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""270"", ""content"": ""the rrock gets picked up by a grabbetrr and smelted down and prrreesed innto a disk"", ""importance"": ""7"", ""time"": 93388, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_251,debug6pWA3:debugTkA4j,1714407232975,21,5,test,4,8,330.0,331,it al l went back,7,22973,test_seg8_desc,/static/video/F/filmfest_clip8_F_7.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""it al l went back"", ""importance"": ""7"", ""time"": 22973, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_2107,debuguttmr:debug156AR,1715008046855,12,4,test,1,2,50.0,80,"A group of people were cutting wood on top of an animal without knowing , when they turned back, the animal lefts with wood scratches on its back, it was terrible.",6,65261,test_seg2_desc,/static/video/E/filmfest_clip8_E_1.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""80"", ""content"": ""A group of people were cutting wood on top of an animal without knowing , when they turned back, the animal lefts with wood scratches on its back, it was terrible."", ""importance"": ""6"", ""time"": 65261, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_2107,debuguttmr:debug156AR,1715008236024,15,4,test,2,4,140.0,170,The small animal was sleep while someone from nowhere grasp its head and puts it in his bag and laughing.,4,53402,test_seg4_desc,/static/video/E/filmfest_clip8_E_3.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""170"", ""content"": ""The small animal was sleep while someone from nowhere grasp its head and puts it in his bag and laughing."", ""importance"": ""4"", ""time"": 53402, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_2107,debuguttmr:debug156AR,1715008481432,18,4,test,3,6,230.0,260,"A man swept waste food on the back of a truck and not know a small animal saw the food and was feasting on it , without knowing it was on a truck , then the truck moved away.",5,73227,test_seg6_desc,/static/video/E/filmfest_clip8_E_5.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""260"", ""content"": ""A man swept waste food on the back of a truck and not know a small animal saw the food and was feasting on it , without knowing it was on a truck , then the truck moved away."", ""importance"": ""5"", ""time"": 73227, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2107,debuguttmr:debug156AR,1715008606504,21,4,test,4,8,320.0,331,The mountain wakes up and its yawning in surprise.,5,30795,test_seg8_desc,/static/video/E/filmfest_clip8_E_7.mp4,"{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/E/filmfest_clip8_E_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The mountain wakes up and its yawning in surprise."", ""importance"": ""5"", ""time"": 30795, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1097,debugUJbAT:debugevb1b,1713369836422,12,6,test,1,2,70.0,100,"The rock wakes up and wanders off, but is found by men chopping trees and they collect the rock and put it in a wheelbarrow to take home. The rock appears confused and is taken and used in machinery to make cement, and he is spinning around and we see his view from the window spinning. The rock is dizzy. There is a shot of outside and there are other rocks with eyes watching.",6,98567,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The rock wakes up and wanders off, but is found by men chopping trees and they collect the rock and put it in a wheelbarrow to take home. The rock appears confused and is taken and used in machinery to make cement, and he is spinning around and we see his view from the window spinning. The rock is dizzy. There is a shot of outside and there are other rocks with eyes watching."", ""importance"": ""6"", ""time"": 98567, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1097,debugUJbAT:debugevb1b,1713370044443,15,6,test,2,4,160.0,190,"The rock has been asleep for some time and is woken up to being picked up by a man inspecting him. The rock has a fossil in it now and the man who picked him up appears very excited to have found the rock. The rock is taken to a show alongside other fossils and is judged by the crowd. The rock is behind glass when a child comes up to the glass and scares the rock, and he falls backwards.",7,104075,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""The rock has been asleep for some time and is woken up to being picked up by a man inspecting him. The rock has a fossil in it now and the man who picked him up appears very excited to have found the rock. The rock is taken to a show alongside other fossils and is judged by the crowd. The rock is behind glass when a child comes up to the glass and scares the rock, and he falls backwards."", ""importance"": ""7"", ""time"": 104075, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1097,debugUJbAT:debugevb1b,1713370270277,18,6,test,3,6,250.0,280,"There is a beach and a truck with an arm picking up the sand from the beach, and the rock is placed into the truck with the sand. The sand is taken to a facility and placed onto a conveyor belt, and the rock is on the conveyor belt. The rock appears sad and defeated. The sand and the rock are falling into a pot of lava or fire, and the rock is turned into a round of glass. There are two men in suits peering over the rock that is now glass, and they place a black container over him. Finally, we see a rocket launch into the sky.",6,123330,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""There is a beach and a truck with an arm picking up the sand from the beach, and the rock is placed into the truck with the sand. The sand is taken to a facility and placed onto a conveyor belt, and the rock is on the conveyor belt. The rock appears sad and defeated. The sand and the rock are falling into a pot of lava or fire, and the rock is turned into a round of glass. There are two men in suits peering over the rock that is now glass, and they place a black container over him. Finally, we see a rocket launch into the sky."", ""importance"": ""6"", ""time"": 123330, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2021,debugsmd4B:debugz61Pa,1714401518099,12,5,test,1,2,60.0,90,The rock woke up and move itself. It then was captured by some farmers and moved to be made into a wheel for a mill. ,2,34104,test_seg2_desc,/static/video/F/filmfest_clip8_F_1.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""90"", ""content"": ""The rock woke up and move itself. It then was captured by some farmers and moved to be made into a wheel for a mill. "", ""importance"": ""2"", ""time"": 34104, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_2021,debugsmd4B:debugz61Pa,1714401717670,15,5,test,2,4,150.0,180,The rock was placed into a museum after being found to have some form of fossil. ,1,92596,test_seg4_desc,/static/video/F/filmfest_clip8_F_3.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""180"", ""content"": ""The rock was placed into a museum after being found to have some form of fossil. "", ""importance"": ""1"", ""time"": 92596, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_2021,debugsmd4B:debugz61Pa,1714401844131,18,5,test,3,6,240.0,270,The rock tries to sleep once again but ends up in a fire and is now glass. ,2,19697,test_seg6_desc,/static/video/F/filmfest_clip8_F_5.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""270"", ""content"": ""The rock tries to sleep once again but ends up in a fire and is now glass. "", ""importance"": ""2"", ""time"": 19697, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2021,debugsmd4B:debugz61Pa,1714401956125,21,5,test,4,8,330.0,331,The rock is now part of a space ship which crashes on another planet. It then begins the cycle all over again. ,2,36353,test_seg8_desc,/static/video/F/filmfest_clip8_F_7.mp4,"{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/F/filmfest_clip8_F_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""331"", ""content"": ""The rock is now part of a space ship which crashes on another planet. It then begins the cycle all over again. "", ""importance"": ""2"", ""time"": 36353, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_1791,debugmWIPU:debug0uyQz,1713370154462,12,6,test,1,2,70.0,100,"The large stone that has been cut up starts to walk away and starts to rest on a large rock. Then the workers who are digging up the land come and take the stone away by rope, rolling it to their workshop and using it for various things",7,603314,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The large stone that has been cut up starts to walk away and starts to rest on a large rock. Then the workers who are digging up the land come and take the stone away by rope, rolling it to their workshop and using it for various things"", ""importance"": ""7"", ""time"": 603314, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1791,debugmWIPU:debug0uyQz,1713370377181,15,6,test,2,4,160.0,190,"An archaeologist finds part of the broken stone in the ground with a bug inside of it, and takes it to a museum. A kid puts his face up to the glass and knocks the stone down",5,88218,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""An archaeologist finds part of the broken stone in the ground with a bug inside of it, and takes it to a museum. A kid puts his face up to the glass and knocks the stone down"", ""importance"": ""5"", ""time"": 88218, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1791,debugmWIPU:debug0uyQz,1713370525885,18,6,test,3,6,250.0,280,"The stone gets carried through a landfill, and then gets melted into glass. Some space researchers then send the stone to space",7,43913,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""The stone gets carried through a landfill, and then gets melted into glass. Some space researchers then send the stone to space"", ""importance"": ""7"", ""time"": 43913, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_1246,debugYCP1b:debugEBLyi,1713371009840,12,6,test,1,2,70.0,100,The rock wandered in the forest and found what it thought was a cosy spot to sleep. Then 2 men with a wagon showed up and tied a rope to it's nose and hauled it away on a cart. They used it as a per of a mill where it was forced to spin around and started getting dizzy.,6,74412,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The rock wandered in the forest and found what it thought was a cosy spot to sleep. Then 2 men with a wagon showed up and tied a rope to it's nose and hauled it away on a cart. They used it as a per of a mill where it was forced to spin around and started getting dizzy."", ""importance"": ""6"", ""time"": 74412, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_1246,debugYCP1b:debugEBLyi,1713371208875,15,6,test,2,4,160.0,190,"The rock fell asleep again on a glove, before being picked up by an archaeological looking man who was excited to see a fossil of some sort inside the rock. It then cut to a museum where the rock was displayed alongside a lot of other rocks with fossils in, then a person enthusiastically shoved their face against the display glass which knocked the rock backwards out of the display. ",5,95532,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""The rock fell asleep again on a glove, before being picked up by an archaeological looking man who was excited to see a fossil of some sort inside the rock. It then cut to a museum where the rock was displayed alongside a lot of other rocks with fossils in, then a person enthusiastically shoved their face against the display glass which knocked the rock backwards out of the display. "", ""importance"": ""5"", ""time"": 95532, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_1246,debugYCP1b:debugEBLyi,1713371366424,18,6,test,3,6,250.0,280,"This time when the rock, now a small pebble, fell asleep it was grabbed by a construction truck and taken away to a factory where it was melted down and turned into a piece of glass used as a petri dish and put on to a space shuttle headed for space.",7,54117,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""This time when the rock, now a small pebble, fell asleep it was grabbed by a construction truck and taken away to a factory where it was melted down and turned into a piece of glass used as a petri dish and put on to a space shuttle headed for space."", ""importance"": ""7"", ""time"": 54117, ""tag"": ""test_seg6_desc""}",2023-2024 Run
